,Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Stress_Level_Num,Study_Hours_Category
1698,1699,8.0,0.7,5.6,5.9,3.8,2.93,High,3,7-8 hours
1699,1700,5.9,2.7,8.0,3.9,3.5,2.78,Low,1,1-6 hours
1700,1701,5.4,3.6,6.9,1.9,6.2,2.35,Low,1,1-6 hours
1701,1702,9.3,3.7,6.5,3.9,0.6,3.24,High,3,+9 hours
1702,1703,8.9,3.7,6.2,3.0,2.2,3.49,High,3,7-8 hours
1703,1704,5.0,2.3,6.7,1.9,8.1,2.64,Low,1,1-6 hours
1704,1705,8.2,3.4,8.0,3.8,0.6,3.26,High,3,7-8 hours
1705,1706,7.3,0.0,7.8,4.0,4.9,2.75,Moderate,2,7-8 hours
1706,1707,8.0,2.9,7.9,0.3,4.9,3.25,Moderate,2,7-8 hours
1707,1708,6.4,0.3,7.1,3.3,6.9,2.77,Moderate,2,1-6 hours
1708,1709,6.6,2.9,8.2,2.0,4.3,3.14,Moderate,2,1-6 hours
1709,1710,8.2,2.2,5.1,4.2,4.3,3.48,High,3,7-8 hours
1710,1711,6.9,3.8,9.1,2.5,1.7,2.88,Moderate,2,1-6 hours
1711,1712,6.7,1.9,6.5,3.1,5.8,2.87,Moderate,2,1-6 hours
1712,1713,5.8,3.9,5.5,5.6,3.2,2.88,High,3,1-6 hours
1713,1714,8.6,1.7,8.2,1.9,3.6,3.46,High,3,7-8 hours
1714,1715,6.5,2.3,7.5,3.5,4.2,2.8,Moderate,2,1-6 hours
1715,1716,5.4,0.2,6.3,0.4,11.7,2.53,Low,1,1-6 hours
1716,1717,5.5,3.3,5.2,4.0,6.0,2.95,High,3,1-6 hours
1717,1718,7.4,1.2,7.6,2.3,5.5,3.03,Moderate,2,7-8 hours
1718,1719,7.8,0.5,10.0,2.4,3.3,3.43,Moderate,2,7-8 hours
1719,1720,6.8,3.3,7.3,4.3,2.3,2.83,Moderate,2,1-6 hours
1720,1721,5.5,3.4,8.7,1.3,5.1,2.74,Low,1,1-6 hours
1721,1722,9.9,1.0,7.3,0.2,5.6,3.32,High,3,+9 hours
1722,1723,7.0,2.3,9.8,2.5,2.4,3.09,Moderate,2,7-8 hours
1723,1724,5.2,1.3,7.9,5.7,3.9,3.04,Low,1,1-6 hours
1724,1725,9.3,0.9,6.1,1.2,6.5,3.29,High,3,+9 hours
1725,1726,7.5,1.9,6.3,3.0,5.3,3.4,Moderate,2,7-8 hours
1726,1727,5.2,0.5,9.4,4.5,4.4,2.9,Low,1,1-6 hours
1727,1728,6.8,3.0,8.9,4.0,1.3,2.49,Moderate,2,1-6 hours
1728,1729,8.6,0.8,6.7,2.8,5.1,3.52,High,3,7-8 hours
1729,1730,6.6,0.6,7.0,5.9,3.9,2.83,Moderate,2,1-6 hours
1730,1731,6.1,2.4,7.2,0.4,7.9,3.29,Moderate,2,1-6 hours
1731,1732,7.6,3.5,6.4,0.5,6.0,3.12,Moderate,2,7-8 hours
1732,1733,9.7,1.5,7.9,3.9,1.0,3.69,High,3,+9 hours
1733,1734,5.7,1.2,5.7,4.9,6.5,2.66,High,3,1-6 hours
1734,1735,6.1,2.9,9.7,2.8,2.5,2.5,Moderate,2,1-6 hours
1735,1736,6.6,1.9,8.0,5.9,1.6,3.41,Moderate,2,1-6 hours
1736,1737,9.7,3.4,9.4,0.7,0.8,3.6,High,3,+9 hours
1737,1738,7.0,3.8,7.1,3.6,2.5,3.11,Moderate,2,7-8 hours
1738,1739,8.5,3.8,6.2,4.1,1.4,2.93,High,3,7-8 hours
1739,1740,8.9,2.2,8.3,1.5,3.1,3.37,High,3,7-8 hours
1740,1741,7.4,2.5,7.0,1.2,5.9,3.11,Moderate,2,7-8 hours
1741,1742,8.7,1.6,6.8,2.4,4.5,3.42,High,3,7-8 hours
1742,1743,7.0,2.2,7.7,3.0,4.1,3.05,Moderate,2,7-8 hours
1743,1744,5.8,0.5,9.7,3.6,4.4,2.65,Low,1,1-6 hours
1744,1745,8.3,1.6,9.5,2.9,1.7,3.12,High,3,7-8 hours
1745,1746,9.8,3.3,9.3,0.3,1.3,3.73,High,3,+9 hours
1746,1747,6.4,1.1,6.4,5.1,5.0,2.79,Moderate,2,1-6 hours
1747,1748,6.2,3.2,7.8,0.0,6.8,2.8,Moderate,2,1-6 hours
1748,1749,7.1,1.6,5.6,4.1,5.6,3.28,High,3,7-8 hours
1749,1750,8.6,0.0,9.8,4.6,1.0,3.48,High,3,7-8 hours
1750,1751,9.5,0.1,9.7,3.8,0.9,3.57,High,3,+9 hours
1751,1752,9.7,1.8,8.0,2.1,2.4,3.82,High,3,+9 hours
1752,1753,9.7,0.3,7.5,4.1,2.4,3.53,High,3,+9 hours
1753,1754,9.5,3.8,5.3,2.2,3.2,3.7,High,3,+9 hours
1754,1755,5.1,1.3,7.7,5.5,4.4,2.8,Low,1,1-6 hours
1755,1756,7.7,1.1,9.5,5.3,0.4,2.99,Moderate,2,7-8 hours
1756,1757,7.0,3.6,6.9,4.4,2.1,2.84,Moderate,2,7-8 hours
1757,1758,9.6,1.8,8.7,1.4,2.5,3.43,High,3,+9 hours
1758,1759,5.1,0.4,7.5,4.1,6.9,3.01,Low,1,1-6 hours
1759,1760,8.5,2.8,7.5,4.8,0.4,3.06,High,3,7-8 hours
1760,1761,7.4,1.8,6.0,1.8,7.0,3.13,Moderate,2,7-8 hours
1761,1762,6.2,1.2,8.9,2.0,5.7,2.85,Moderate,2,1-6 hours
1762,1763,6.2,0.7,8.9,0.8,7.4,3.02,Moderate,2,1-6 hours
1763,1764,8.4,2.5,9.1,0.2,3.8,2.65,High,3,7-8 hours
1764,1765,6.5,1.1,5.7,1.7,9.0,3.02,High,3,1-6 hours
1765,1766,8.3,1.5,8.6,1.9,3.7,2.86,High,3,7-8 hours
1766,1767,6.5,2.2,5.1,0.5,9.7,3.1,High,3,1-6 hours
1767,1768,8.6,0.4,9.2,4.2,1.6,3.27,High,3,7-8 hours
1768,1769,8.1,3.3,7.0,1.2,4.4,3.8,High,3,7-8 hours
1769,1770,7.7,2.3,9.7,3.9,0.4,3.3,Moderate,2,7-8 hours
1770,1771,9.4,3.2,9.7,0.2,1.5,3.4,High,3,+9 hours
1771,1772,9.2,2.0,8.7,0.6,3.5,3.03,High,3,+9 hours
1772,1773,6.3,2.9,5.8,2.1,6.9,2.78,High,3,1-6 hours
1773,1774,8.5,1.5,7.8,0.6,5.6,3.02,High,3,7-8 hours
1774,1775,9.0,1.5,8.2,3.8,1.5,3.41,High,3,+9 hours
1775,1776,8.1,1.7,5.9,5.7,2.6,3.17,High,3,7-8 hours
1776,1777,8.8,0.8,6.7,4.9,2.8,3.53,High,3,7-8 hours
1777,1778,7.2,2.9,6.9,1.3,5.7,3.23,Moderate,2,7-8 hours
1778,1779,8.2,3.9,6.6,2.4,2.9,3.32,High,3,7-8 hours
1779,1780,9.2,3.0,5.3,6.0,0.5,3.77,High,3,+9 hours
1780,1781,8.8,3.5,8.3,2.9,0.5,3.26,High,3,7-8 hours
1781,1782,9.4,0.8,5.4,4.7,3.7,3.25,High,3,+9 hours
1782,1783,9.2,0.7,9.3,3.3,1.5,3.64,High,3,+9 hours
1783,1784,7.1,0.8,6.4,3.0,6.7,3.08,Moderate,2,7-8 hours
1784,1785,7.7,3.2,9.0,2.4,1.7,3.03,Moderate,2,7-8 hours
1785,1786,5.3,3.5,5.4,1.5,8.3,2.91,High,3,1-6 hours
1786,1787,8.5,1.6,9.4,1.3,3.2,2.9,High,3,7-8 hours
1787,1788,7.7,3.5,9.6,0.9,2.3,3.39,Moderate,2,7-8 hours
1788,1789,7.3,2.2,9.7,4.8,0.0,3.25,Moderate,2,7-8 hours
1789,1790,6.9,0.0,5.0,2.8,9.3,2.85,High,3,1-6 hours
1790,1791,7.4,0.1,8.4,1.8,6.3,2.75,Moderate,2,7-8 hours
1791,1792,5.8,1.6,6.2,3.2,7.2,2.98,Low,1,1-6 hours
1792,1793,6.0,2.0,5.8,4.0,6.2,2.81,High,3,1-6 hours
1793,1794,7.3,0.3,8.0,1.6,6.8,3.15,Moderate,2,7-8 hours
1794,1795,7.6,2.1,9.6,2.6,2.1,2.78,Moderate,2,7-8 hours
1795,1796,9.7,3.1,6.4,4.1,0.7,3.76,High,3,+9 hours
1796,1797,7.2,3.3,9.1,0.8,3.6,2.87,Moderate,2,7-8 hours
1797,1798,6.5,1.2,8.6,1.4,6.3,3.18,Moderate,2,1-6 hours
1798,1799,5.0,2.9,5.9,0.6,9.6,2.63,High,3,1-6 hours
1799,1800,7.4,0.2,9.9,4.3,2.2,2.84,Moderate,2,7-8 hours
1800,1801,6.6,1.3,7.2,3.8,5.1,2.93,Moderate,2,1-6 hours
1801,1802,9.3,1.0,6.9,5.2,1.6,3.32,High,3,+9 hours
1802,1803,8.3,1.4,8.4,0.1,5.8,3.23,High,3,7-8 hours
1803,1804,9.1,3.8,9.6,1.4,0.1,3.71,High,3,+9 hours
1804,1805,7.6,1.4,7.3,4.1,3.6,3.09,Moderate,2,7-8 hours
1805,1806,9.6,3.3,9.9,1.1,0.1,3.5,High,3,+9 hours
1806,1807,6.4,0.4,5.6,1.7,9.9,3.21,High,3,1-6 hours
1807,1808,9.5,2.5,5.0,1.1,5.9,3.52,High,3,+9 hours
1808,1809,5.5,1.5,7.5,0.3,9.2,2.61,Low,1,1-6 hours
1809,1810,8.2,1.9,7.5,2.6,3.8,3.13,High,3,7-8 hours
1810,1811,9.8,0.9,7.6,4.2,1.5,3.62,High,3,+9 hours
1811,1812,6.9,1.9,5.4,3.7,6.1,3.05,High,3,1-6 hours
1812,1813,6.4,0.6,7.7,3.2,6.1,3.0,Moderate,2,1-6 hours
1813,1814,8.1,0.8,7.3,4.3,3.5,3.12,High,3,7-8 hours
1814,1815,7.6,1.6,6.6,3.7,4.5,3.18,Moderate,2,7-8 hours
1815,1816,5.4,1.8,9.5,0.6,6.7,2.9,Low,1,1-6 hours
1816,1817,9.9,3.8,5.4,4.6,0.3,3.69,High,3,+9 hours
1817,1818,7.1,1.8,8.2,4.6,2.3,2.98,Moderate,2,7-8 hours
1818,1819,5.2,2.4,5.9,2.1,8.4,2.69,High,3,1-6 hours
1819,1820,6.7,0.4,5.7,0.2,11.0,2.58,High,3,1-6 hours
1820,1821,7.4,3.8,5.6,5.7,1.5,3.27,High,3,7-8 hours
1821,1822,8.2,3.3,5.5,3.0,4.0,3.5,High,3,7-8 hours
1822,1823,8.5,2.3,9.2,0.3,3.7,3.34,High,3,7-8 hours
1823,1824,6.9,1.4,8.1,5.3,2.3,3.42,Moderate,2,1-6 hours
1824,1825,7.5,3.3,7.0,0.6,5.6,2.82,Moderate,2,7-8 hours
1825,1826,8.6,3.0,5.3,1.3,5.8,3.06,High,3,7-8 hours
1826,1827,6.4,2.2,5.7,0.8,8.9,2.89,High,3,1-6 hours
1827,1828,6.8,3.2,7.6,0.8,5.6,2.78,Moderate,2,1-6 hours
1828,1829,8.7,1.6,6.3,2.3,5.1,2.87,High,3,7-8 hours
1829,1830,6.2,1.6,5.1,4.6,6.5,2.92,High,3,1-6 hours
1830,1831,5.9,0.2,8.3,4.6,5.0,2.88,Low,1,1-6 hours
1831,1832,6.0,2.9,8.5,1.5,5.1,3.17,Moderate,2,1-6 hours
1832,1833,9.5,0.4,9.9,3.6,0.6,3.5,High,3,+9 hours
1833,1834,8.6,0.8,7.2,0.4,7.0,3.32,High,3,7-8 hours
1834,1835,6.9,3.0,6.9,2.0,5.2,3.23,Moderate,2,1-6 hours
1835,1836,5.2,1.5,5.8,4.2,7.3,2.83,High,3,1-6 hours
1836,1837,5.5,2.7,6.4,1.2,8.2,2.75,Low,1,1-6 hours
1837,1838,7.4,2.0,6.6,0.8,7.2,3.1,Moderate,2,7-8 hours
1838,1839,6.9,2.7,8.9,2.9,2.6,2.77,Moderate,2,1-6 hours
1839,1840,6.4,0.6,6.2,1.3,9.5,3.04,Moderate,2,1-6 hours
1840,1841,7.6,2.3,9.7,0.9,3.5,3.36,Moderate,2,7-8 hours
1841,1842,7.8,1.0,6.3,0.2,8.7,3.27,Moderate,2,7-8 hours
1842,1843,6.5,3.0,5.2,1.3,8.0,3.17,High,3,1-6 hours
1843,1844,7.3,2.8,6.9,1.0,6.0,3.24,Moderate,2,7-8 hours
1844,1845,7.0,2.3,9.7,0.3,4.7,2.64,Moderate,2,7-8 hours
1845,1846,7.5,0.1,6.6,4.9,4.9,3.14,Moderate,2,7-8 hours
1846,1847,7.8,1.8,6.4,1.8,6.2,3.39,Moderate,2,7-8 hours
1847,1848,9.8,1.8,7.0,4.6,0.8,3.39,High,3,+9 hours
1848,1849,7.1,2.2,6.2,4.5,4.0,3.34,Moderate,2,7-8 hours
1849,1850,8.9,0.9,8.6,4.5,1.1,3.36,High,3,7-8 hours
1850,1851,6.7,0.7,5.0,2.7,8.9,3.15,High,3,1-6 hours
1851,1852,5.9,3.4,6.3,1.4,7.0,2.48,Low,1,1-6 hours
1852,1853,7.4,2.0,6.1,1.6,6.9,3.22,Moderate,2,7-8 hours
1853,1854,8.9,1.8,8.6,3.5,1.2,3.17,High,3,7-8 hours
1854,1855,5.7,3.9,9.1,1.1,4.2,2.81,Low,1,1-6 hours
1855,1856,5.7,3.0,7.3,4.7,3.3,2.82,Low,1,1-6 hours
1856,1857,8.7,2.4,8.4,0.1,4.4,3.51,High,3,7-8 hours
1857,1858,5.0,0.1,9.3,4.1,5.5,2.47,Low,1,1-6 hours
1858,1859,6.3,2.8,9.0,1.8,4.1,2.79,Moderate,2,1-6 hours
1859,1860,7.5,3.1,6.1,1.6,5.7,3.07,Moderate,2,7-8 hours
1860,1861,6.2,4.0,6.0,3.5,4.3,2.88,Moderate,2,1-6 hours
1861,1862,8.2,3.0,9.9,0.5,2.4,3.3,High,3,7-8 hours
1862,1863,8.8,1.4,5.9,2.5,5.4,3.29,High,3,7-8 hours
1863,1864,7.7,4.0,7.0,3.3,2.0,3.44,Moderate,2,7-8 hours
1864,1865,6.8,1.6,8.5,5.6,1.5,3.33,Moderate,2,1-6 hours
1865,1866,5.4,0.8,7.5,0.1,10.2,2.86,Low,1,1-6 hours
1866,1867,6.3,2.1,5.1,1.6,8.9,3.49,High,3,1-6 hours
1867,1868,9.6,2.6,7.1,4.4,0.3,3.54,High,3,+9 hours
1868,1869,8.9,0.8,5.7,4.1,4.5,3.62,High,3,7-8 hours
1869,1870,8.7,2.5,9.9,1.5,1.4,3.36,High,3,7-8 hours
1870,1871,5.6,3.3,6.3,4.7,4.1,2.85,Low,1,1-6 hours
1871,1872,8.0,1.8,6.8,2.1,5.3,3.23,Moderate,2,7-8 hours
1872,1873,8.2,3.0,8.4,0.9,3.5,3.52,High,3,7-8 hours
1873,1874,7.4,2.1,8.9,3.7,1.9,3.1,Moderate,2,7-8 hours
1874,1875,7.0,3.6,5.8,6.0,1.6,2.99,High,3,7-8 hours
1875,1876,8.6,3.2,9.3,2.9,0.0,3.38,High,3,7-8 hours
1876,1877,6.5,2.8,5.6,2.4,6.7,2.9,High,3,1-6 hours
1877,1878,8.0,2.0,8.2,5.6,0.2,3.4,Moderate,2,7-8 hours
1878,1879,5.3,2.3,9.3,2.9,4.2,2.82,Low,1,1-6 hours
1879,1880,6.7,0.6,9.2,3.1,4.4,2.85,Moderate,2,1-6 hours
1880,1881,9.7,3.2,8.5,0.0,2.6,3.19,High,3,+9 hours
1881,1882,9.6,0.7,6.4,3.1,4.2,3.38,High,3,+9 hours
1882,1883,6.3,0.8,8.0,0.5,8.4,2.91,Moderate,2,1-6 hours
1883,1884,8.6,2.2,7.1,3.4,2.7,3.18,High,3,7-8 hours
1884,1885,6.8,3.7,5.3,4.0,4.2,3.04,High,3,1-6 hours
1885,1886,5.9,1.2,8.6,0.5,7.8,2.92,Low,1,1-6 hours
1886,1887,9.1,2.9,8.6,0.3,3.1,3.56,High,3,+9 hours
1887,1888,9.2,0.2,5.1,2.2,7.3,3.61,High,3,+9 hours
1888,1889,5.7,2.2,9.6,2.3,4.2,2.98,Low,1,1-6 hours
1889,1890,5.5,2.4,7.3,5.6,3.2,2.77,Low,1,1-6 hours
1890,1891,5.6,0.8,5.1,2.6,9.9,2.97,High,3,1-6 hours
1891,1892,8.0,2.5,7.7,0.5,5.3,3.12,Moderate,2,7-8 hours
1892,1893,7.2,4.0,9.2,3.2,0.4,2.95,Moderate,2,7-8 hours
1893,1894,7.4,2.7,9.4,3.4,1.1,3.04,Moderate,2,7-8 hours
1894,1895,9.7,0.2,5.1,4.0,5.0,3.25,High,3,+9 hours
1895,1896,6.7,1.1,7.6,2.6,6.0,2.83,Moderate,2,1-6 hours
1896,1897,7.6,2.7,6.9,1.5,5.3,3.05,Moderate,2,7-8 hours
1897,1898,8.7,3.0,8.3,0.9,3.1,3.1,High,3,7-8 hours
1898,1899,7.9,2.3,7.4,3.3,3.1,3.75,Moderate,2,7-8 hours
1899,1900,8.6,0.4,8.7,0.8,5.5,3.22,High,3,7-8 hours
1900,1901,5.3,3.9,9.8,0.3,4.7,2.53,Low,1,1-6 hours
1901,1902,7.4,3.3,9.8,2.2,1.3,3.06,Moderate,2,7-8 hours
1902,1903,6.8,2.4,6.6,5.5,2.7,3.05,Moderate,2,1-6 hours
1903,1904,6.6,1.2,5.2,4.9,6.1,3.2,High,3,1-6 hours
1904,1905,7.3,1.3,7.4,4.9,3.1,2.83,Moderate,2,7-8 hours
1905,1906,6.9,1.3,5.9,3.6,6.3,2.94,High,3,1-6 hours
1906,1907,7.4,3.5,5.2,3.9,4.0,3.26,High,3,7-8 hours
1907,1908,9.4,2.9,9.6,0.7,1.4,3.57,High,3,+9 hours
1908,1909,7.5,0.1,5.0,1.4,10.0,3.07,High,3,7-8 hours
1909,1910,5.9,0.1,9.5,0.0,8.5,2.79,Low,1,1-6 hours
1910,1911,8.7,0.6,9.6,4.6,0.5,3.57,High,3,7-8 hours
1911,1912,5.0,3.9,9.4,5.1,0.6,2.98,Low,1,1-6 hours
1912,1913,8.3,1.4,9.5,1.4,3.4,3.06,High,3,7-8 hours
1913,1914,9.6,0.6,6.1,3.3,4.4,3.47,High,3,+9 hours
1914,1915,8.8,2.5,6.2,0.0,6.5,3.29,High,3,7-8 hours
1915,1916,9.5,1.6,7.6,2.5,2.8,3.7,High,3,+9 hours
1916,1917,7.2,3.1,7.6,1.9,4.2,2.79,Moderate,2,7-8 hours
1917,1918,5.7,2.6,8.4,4.5,2.8,2.94,Low,1,1-6 hours
1918,1919,7.5,3.6,9.7,2.6,0.6,2.84,Moderate,2,7-8 hours
1919,1920,9.9,1.1,6.0,2.7,4.3,3.68,High,3,+9 hours
1920,1921,5.3,3.9,7.9,3.3,3.6,2.79,Low,1,1-6 hours
1921,1922,5.2,2.4,8.6,2.5,5.3,3.21,Low,1,1-6 hours
1922,1923,8.8,0.9,6.1,1.0,7.2,3.53,High,3,7-8 hours
1923,1924,9.1,1.5,7.9,4.0,1.5,3.29,High,3,+9 hours
1924,1925,6.2,0.7,9.9,3.7,3.5,2.73,Moderate,2,1-6 hours
1925,1926,6.3,2.0,6.6,1.0,8.1,3.09,Moderate,2,1-6 hours
1926,1927,6.3,0.1,8.5,3.0,6.1,2.99,Moderate,2,1-6 hours
1927,1928,5.5,3.0,5.1,1.5,8.9,2.66,High,3,1-6 hours
1928,1929,9.5,2.9,5.4,4.9,1.3,3.67,High,3,+9 hours
1929,1930,8.0,2.7,10.0,0.8,2.5,3.2,Moderate,2,7-8 hours
1930,1931,8.1,1.8,5.2,0.1,8.8,3.28,High,3,7-8 hours
1931,1932,7.8,2.2,5.2,2.8,6.0,3.0,High,3,7-8 hours
1932,1933,9.6,1.6,8.1,3.7,1.0,3.46,High,3,+9 hours
1933,1934,9.3,1.6,9.4,0.9,2.8,3.69,High,3,+9 hours
1934,1935,6.4,0.2,9.0,2.5,5.9,2.81,Moderate,2,1-6 hours
1935,1936,9.5,3.3,7.8,2.1,1.3,3.28,High,3,+9 hours
1936,1937,7.4,1.6,9.6,0.7,4.7,2.75,Moderate,2,7-8 hours
1937,1938,7.5,1.8,7.6,0.8,6.3,2.93,Moderate,2,7-8 hours
1938,1939,7.6,1.0,5.9,0.4,9.1,3.06,High,3,7-8 hours
1939,1940,8.1,2.9,8.4,2.2,2.4,3.52,High,3,7-8 hours
1940,1941,6.9,1.5,8.2,3.0,4.4,2.99,Moderate,2,1-6 hours
1941,1942,8.2,1.2,5.1,5.3,4.2,3.19,High,3,7-8 hours
1942,1943,6.1,3.7,8.6,4.3,1.3,2.79,Moderate,2,1-6 hours
1943,1944,7.6,0.7,6.5,1.9,7.3,3.0,Moderate,2,7-8 hours
1944,1945,5.8,0.8,8.9,1.0,7.5,2.89,Low,1,1-6 hours
1945,1946,9.9,1.3,5.6,3.4,3.8,3.43,High,3,+9 hours
1946,1947,9.5,3.1,8.1,1.0,2.3,3.25,High,3,+9 hours
1947,1948,8.4,2.9,9.8,0.8,2.1,3.28,High,3,7-8 hours
1948,1949,5.1,2.2,8.5,4.7,3.5,2.64,Low,1,1-6 hours
1949,1950,7.6,1.3,9.3,2.7,3.1,2.98,Moderate,2,7-8 hours
1950,1951,9.0,2.3,8.9,1.3,2.5,3.24,High,3,+9 hours
1951,1952,7.7,0.9,7.4,1.9,6.1,3.31,Moderate,2,7-8 hours
1952,1953,6.3,3.9,5.8,4.7,3.3,2.73,High,3,1-6 hours
1953,1954,5.2,1.6,9.7,0.1,7.4,2.95,Low,1,1-6 hours
1954,1955,7.9,2.0,9.4,0.4,4.3,3.42,Moderate,2,7-8 hours
1955,1956,8.3,3.8,9.1,0.1,2.7,3.48,High,3,7-8 hours
1956,1957,7.4,1.6,6.6,2.7,5.7,2.88,Moderate,2,7-8 hours
1957,1958,9.9,0.4,9.6,2.0,2.1,3.09,High,3,+9 hours
1958,1959,8.1,3.3,6.8,2.5,3.3,2.86,High,3,7-8 hours
1959,1960,9.6,3.3,5.5,0.6,5.0,3.19,High,3,+9 hours
1960,1961,7.1,0.4,8.1,0.9,7.5,3.02,Moderate,2,7-8 hours
1961,1962,6.6,2.7,7.4,5.9,1.4,2.99,Moderate,2,1-6 hours
1962,1963,9.4,1.4,5.2,5.1,2.9,3.59,High,3,+9 hours
1963,1964,9.5,0.9,9.5,1.3,2.8,3.24,High,3,+9 hours
1964,1965,9.9,1.1,9.8,0.2,3.0,3.54,High,3,+9 hours
1965,1966,7.4,0.9,8.5,1.1,6.1,3.48,Moderate,2,7-8 hours
1966,1967,7.8,1.0,9.8,0.2,5.2,3.04,Moderate,2,7-8 hours
1967,1968,7.1,0.9,7.5,5.2,3.3,2.92,Moderate,2,7-8 hours
1968,1969,8.6,2.3,5.4,4.2,3.5,3.38,High,3,7-8 hours
1969,1970,6.3,1.7,6.8,5.2,4.0,2.84,Moderate,2,1-6 hours
1970,1971,5.6,2.3,5.7,4.2,6.2,2.81,High,3,1-6 hours
1971,1972,7.4,3.7,7.6,2.6,2.7,3.29,Moderate,2,7-8 hours
1972,1973,7.9,2.8,5.5,4.9,2.9,3.03,High,3,7-8 hours
1973,1974,8.9,1.5,5.5,3.8,4.3,3.31,High,3,7-8 hours
1974,1975,9.4,3.6,9.8,1.0,0.2,3.32,High,3,+9 hours
1975,1976,8.0,2.4,6.8,5.4,1.4,3.42,Moderate,2,7-8 hours
1976,1977,7.5,1.9,10.0,2.3,2.3,3.14,Moderate,2,7-8 hours
1977,1978,9.1,3.1,8.9,2.1,0.8,3.1,High,3,+9 hours
1978,1979,6.3,3.4,9.5,0.9,3.9,2.97,Moderate,2,1-6 hours
1979,1980,8.2,2.2,5.3,4.5,3.8,3.43,High,3,7-8 hours
1980,1981,7.5,2.6,7.5,3.0,3.4,3.02,Moderate,2,7-8 hours
1981,1982,5.8,0.8,9.9,0.9,6.6,2.71,Low,1,1-6 hours
1982,1983,6.3,2.4,8.1,0.9,6.3,3.07,Moderate,2,1-6 hours
1983,1984,6.2,1.2,9.7,5.0,1.9,3.06,Moderate,2,1-6 hours
1984,1985,8.5,0.3,7.1,3.4,4.7,3.23,High,3,7-8 hours
1985,1986,8.0,1.3,8.9,4.9,0.9,2.93,Moderate,2,7-8 hours
1986,1987,6.6,3.4,5.5,5.0,3.5,2.9,High,3,1-6 hours
1987,1988,9.5,1.5,6.4,3.0,3.6,3.86,High,3,+9 hours
1988,1989,7.3,1.4,8.5,4.6,2.2,3.28,Moderate,2,7-8 hours
1989,1990,7.0,2.7,7.4,6.0,0.9,2.85,Moderate,2,7-8 hours
1990,1991,8.6,3.8,9.2,2.2,0.2,3.26,High,3,7-8 hours
1991,1992,6.3,1.5,5.1,3.1,8.0,3.21,High,3,1-6 hours
1992,1993,7.5,2.1,9.9,4.1,0.4,3.04,Moderate,2,7-8 hours
1993,1994,7.1,1.4,9.0,3.1,3.4,2.85,Moderate,2,7-8 hours
1994,1995,7.9,3.4,9.0,0.5,3.2,3.08,Moderate,2,7-8 hours
1995,1996,6.5,0.2,7.4,2.1,7.8,3.32,Moderate,2,1-6 hours
1996,1997,6.3,2.8,8.8,1.5,4.6,2.65,Moderate,2,1-6 hours
1997,1998,6.2,0.0,6.2,0.8,10.8,3.14,Moderate,2,1-6 hours
1998,1999,8.1,0.7,7.6,3.5,4.1,3.04,High,3,7-8 hours
1999,2000,9.0,1.7,7.3,3.1,2.9,3.58,High,3,+9 hours
